
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D535                            1493   1      2   2   1 B           1 0 UB1D0_B8            (4347-76-13)
20-0073                          D535                            1493   1      3   3   1 G           2 0 UB1D0_G8            (4347-75-13)
20-0073                          D535                            1493   1      4   4   1 R           3 0 UB1D0_R8            (4347-74-13)
20-0073                          D536                            1333   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D536                            1333   1      2   2   1 B           1 0 UB1D0_B6            (4347-79-13)
20-0073                          D536                            1333   1      3   3   1 G           2 0 UB1D0_G6            (4347-78-13)
20-0073                          D536                            1333   1      4   4   1 R           3 0 UB1D0_R6            (4347-77-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D537                            1434   1      1   1   1 1           4 0 UB1_MUL1            (4495-2-13)
20-0073                          D537                            1434   1      2   2   1 B           1 0 UB1D0_B9            (4347-82-13)
20-0073                          D537                            1434   1      3   3   1 G           2 0 UB1D0_G9            (4347-81-13)
20-0073                          D537                            1434   1      4   4   1 R           3 0 UB1D0_R9            (4347-80-13)
